2015-11-16;         47;Alcatel                                           ;Smarthphones y Masivos;               79;           0;                 0;               0;          79;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;ALC 1030                                          
2015-11-18;         47;Nokia                                             ;iPhone y Premium      ;                1;           1;                 1;               2;           3;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 925                                           
2015-11-18;         47;Nokia                                             ;iPhone y Premium      ;                1;           1;                 0;               1;           2;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK N800                                          
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;              774;         224;                 0;             224;         998;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 106                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;               39;          36;                 0;              36;          75;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 111                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;               36;          13;                 0;              13;          49;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 1320                                          
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                3;           2;                 0;               2;           5;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 210                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;            11001;        9165;               438;            9603;       20604;26,7                ;57,4                ;         511;        1077;          3;Terminales                                        ;NOK 220                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;              131;           1;                 0;               1;         132;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 230                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                1;           2;                 0;               2;           3;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 302                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                0;           2;                 1;               3;           3;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 510                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;              128;         440;                 3;             443;         571;332,3               ;428,3               ;           2;           4;          3;Terminales                                        ;NOK 520                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 5230                                          
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                0;           1;                 0;               1;           1;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 610                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;              239;          52;                 1;              53;         292;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 630                                           
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK C1-01                                         
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                3;           7;                 0;               7;          10;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK C2-02                                         
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                1;           9;                 0;               9;          10;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK C3                                            
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                0;         218;                 0;             218;         218;654,0               ;654,0               ;           0;           1;          3;Terminales                                        ;NOK Lumia 435                                     
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;              221;         109;                 0;             109;         330;81,8                ;247,5               ;           4;           4;          3;Terminales                                        ;NOK Lumia 635                                     
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 1;               1;           2;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK N710                                          
2015-11-18;         47;Nokia                                             ;Smarthphones y Masivos;                0;           3;                 0;               3;           3;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK X2-01                                         
2015-11-19;         47;Nokia                                             ;iPhone y Premium      ;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 900                                           
2015-11-19;         47;Nokia                                             ;iPhone y Premium      ;                1;           1;                 1;               2;           3;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 925                                           
2015-11-19;         47;Nokia                                             ;iPhone y Premium      ;                1;           1;                 0;               1;           2;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK N800                                          
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;              774;         224;                 0;             224;         998;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 106                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;               39;          36;                 0;              36;          75;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 111                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;               36;          13;                 0;              13;          49;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 1320                                          
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                3;           2;                 0;               2;           5;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 210                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;            10886;        8858;               502;            9360;       20246;26,3                ;56,8                ;         349;        1426;          4;Terminales                                        ;NOK 220                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;              131;           1;                 0;               1;         132;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 230                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                1;           2;                 0;               2;           3;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 302                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                0;           2;                 1;               3;           3;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 510                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;              128;         439;                 3;             442;         570;442,0               ;570,0               ;           0;           4;          4;Terminales                                        ;NOK 520                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 5230                                          
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                0;           1;                 0;               1;           1;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 610                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;              239;          51;                 1;              52;         291;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK 630                                           
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK C1-01                                         
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                3;           7;                 0;               7;          10;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK C2-02                                         
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                1;           9;                 0;               9;          10;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK C3                                            
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                0;         218;                 0;             218;         218;872,0               ;872,0               ;           0;           1;          4;Terminales                                        ;NOK Lumia 435                                     
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;              221;         109;                 0;             109;         330;109,0               ;330,0               ;           0;           4;          4;Terminales                                        ;NOK Lumia 635                                     
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 1;               1;           2;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK N710                                          
2015-11-19;         47;Nokia                                             ;Smarthphones y Masivos;                0;           3;                 0;               3;           3;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;NOK X2-01                                         
2015-11-20;         47;Nokia                                             ;Smarthphones y Masivos;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;         340;        1766;          5;Terminales                                        ;NOK 220                                           
2015-11-20;         47;Nokia                                             ;Smarthphones y Masivos;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          10;          14;          5;Terminales                                        ;NOK 520                                           
2015-11-20;         47;Nokia                                             ;Smarthphones y Masivos;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           0;           1;          5;Terminales                                        ;NOK Lumia 435                                     
2015-11-20;         47;Nokia                                             ;Smarthphones y Masivos;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          50;          54;          5;Terminales                                        ;NOK Lumia 635                                     
2015-11-21;         47;Nokia                                             ;Smarthphones y Masivos;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          28;        1794;          6;Terminales                                        ;NOK 220                                           
2015-11-21;         47;Nokia                                             ;Smarthphones y Masivos;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           0;          14;          6;Terminales                                        ;NOK 520                                           
2015-11-21;         47;Nokia                                             ;Smarthphones y Masivos;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           0;           1;          6;Terminales                                        ;NOK Lumia 435                                     
2015-11-21;         47;Nokia                                             ;Smarthphones y Masivos;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           0;          54;          6;Terminales                                        ;NOK Lumia 635                                     
2015-11-22;         47;Nokia                                             ;iPhone y Premium      ;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 900                                           
2015-11-22;         47;Nokia                                             ;iPhone y Premium      ;                1;           1;                 1;               2;           3;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 925                                           
2015-11-22;         47;Nokia                                             ;iPhone y Premium      ;                1;           1;                 0;               1;           2;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK N800                                          
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;              774;         224;                 0;             224;         998;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 106                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;               39;          36;                 0;              36;          75;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 111                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;               36;          13;                 0;              13;          49;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 1320                                          
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                3;           2;                 0;               2;           5;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 210                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;             9715;        8806;              1353;           10159;       19874;39,4                ;77,2                ;           9;        1803;          7;Terminales                                        ;NOK 220                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;              131;           1;                 0;               1;         132;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 230                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                1;           2;                 0;               2;           3;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 302                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                0;           2;                 1;               3;           3;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 510                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;              128;         429;                 3;             432;         560;216,0               ;280,0               ;           0;          14;          7;Terminales                                        ;NOK 520                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 5230                                          
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                0;           1;                 0;               1;           1;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 610                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;              239;          51;                 1;              52;         291;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK 630                                           
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK C1-01                                         
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                3;           7;                 0;               7;          10;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK C2-02                                         
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                1;           9;                 0;               9;          10;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK C3                                            
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                0;         218;                 0;             218;         218;1526,0              ;1526,0              ;           0;           1;          7;Terminales                                        ;NOK Lumia 435                                     
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;              221;          58;                 1;              59;         280;7,6                 ;36,3                ;           0;          54;          7;Terminales                                        ;NOK Lumia 635                                     
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 1;               1;           2;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK N710                                          
2015-11-22;         47;Nokia                                             ;Smarthphones y Masivos;                0;           3;                 0;               3;           3;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;NOK X2-01                                         
2015-11-23;         48;Nokia                                             ;iPhone y Premium      ;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 900                                           
2015-11-23;         48;Nokia                                             ;iPhone y Premium      ;                1;           1;                 1;               2;           3;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 925                                           
2015-11-23;         48;Nokia                                             ;iPhone y Premium      ;                1;           1;                 0;               1;           2;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK N800                                          
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;              774;         224;                 0;             224;         998;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 106                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;               39;          36;                 0;              36;          75;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 111                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;               36;          13;                 0;              13;          49;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 1320                                          
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                3;           2;                 0;               2;           5;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 210                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;             9665;        9607;               351;            9958;       19623;37,3                ;73,5                ;         267;         267;          1;Terminales                                        ;NOK 220                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;              131;           1;                 0;               1;         132;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 230                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                1;           2;                 0;               2;           3;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 302                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                0;           2;                 1;               3;           3;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 510                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;              130;         431;                 1;             432;         562;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 520                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 5230                                          
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                0;           1;                 0;               1;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 610                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;              252;          51;                 1;              52;         304;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK 630                                           
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK C1-01                                         
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                3;           7;                 0;               7;          10;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK C2-02                                         
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                1;           9;                 0;               9;          10;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK C3                                            
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                0;         217;                 0;             217;         217;217,0               ;217,0               ;           1;           1;          1;Terminales                                        ;NOK Lumia 435                                     
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;              240;          59;                 1;              60;         300;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK Lumia 635                                     
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 1;               1;           2;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK N710                                          
2015-11-23;         48;Nokia                                             ;Smarthphones y Masivos;                0;           3;                 0;               3;           3;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;NOK X2-01                                         
2015-11-24;         48;Nokia                                             ;iPhone y Premium      ;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 900                                           
2015-11-24;         48;Nokia                                             ;iPhone y Premium      ;                1;           1;                 1;               2;           3;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 925                                           
2015-11-24;         48;Nokia                                             ;iPhone y Premium      ;                1;           1;                 0;               1;           2;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK N800                                          
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;              774;         174;                 0;             174;         948;7,0                 ;37,9                ;          50;          50;          2;Terminales                                        ;NOK 106                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;               39;          48;                 0;              48;          87;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 111                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;               36;          13;                 0;              13;          49;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 1320                                          
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                3;           2;                 0;               2;           5;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 210                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;             9107;        9518;               673;           10191;       19298;31,6                ;59,8                ;         378;         645;          2;Terminales                                        ;NOK 220                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;              131;           1;                 0;               1;         132;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 230                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                1;           2;                 0;               2;           3;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 302                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                0;           2;                 1;               3;           3;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 510                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;              130;         437;                 1;             438;         568;-876,0              ;-1136,0             ;          -1;          -1;          2;Terminales                                        ;NOK 520                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 5230                                          
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                0;           1;                 0;               1;           1;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 610                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;              252;          76;                 1;              77;         329;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK 630                                           
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK C1-01                                         
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                3;           7;                 0;               7;          10;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK C2-02                                         
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                1;           9;                 0;               9;          10;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK C3                                            
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                0;         217;                 0;             217;         217;434,0               ;434,0               ;           0;           1;          2;Terminales                                        ;NOK Lumia 435                                     
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;              240;          78;                 1;              79;         319;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK Lumia 635                                     
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                1;           0;                 1;               1;           2;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK N710                                          
2015-11-24;         48;Nokia                                             ;Smarthphones y Masivos;                0;           3;                 0;               3;           3;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;NOK X2-01                                         
2015-11-25;         48;Nokia                                             ;iPhone y Premium      ;                2;           0;                 0;               0;           2;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 900                                           
2015-11-25;         48;Nokia                                             ;iPhone y Premium      ;                1;           1;                 1;               2;           3;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 925                                           
2015-11-25;         48;Nokia                                             ;iPhone y Premium      ;                1;           1;                 0;               1;           2;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK N800                                          
2015-11-25;         48;Nokia                                             ;Smarthphones y Masivos;              774;         174;                 0;             174;         948;10,4                ;56,9                ;           0;          50;          3;Terminales                                        ;NOK 106                                           
2015-11-25;         48;Nokia                                             ;Smarthphones y Masivos;               39;          48;                 0;              48;          87;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 111                                           
2015-11-25;         48;Nokia                                             ;Smarthphones y Masivos;               36;          13;                 0;              13;          49;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 1320                                          
2015-11-25;         48;Nokia                                             ;Smarthphones y Masivos;                3;           2;                 0;               2;           5;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;NOK 210                                           
2015-11-25;         48;Nokia                                             ;Smarthphones y Masivos;             8520;        9262;              1176;           10438;       18958;32,0                ;58,0                ;         335;         980;          3;Terminales                                        ;NOK 220                                           
